timestamp,vehicle_id,engine_temp,rpm,brake_pressure,bearing_temp,fuel_level,odometer,failure_label
2025-11-07 16:00:00,VH-000,89.36,2118.0,41.79,38.61,52.4,40286.0,0
2025-11-07 17:00:00,VH-000,86.77,2067.0,48.37,40.64,59.9,40315.0,0
2025-11-07 18:00:00,VH-000,90.39,2155.0,48.05,39.62,49.6,40298.0,0
2025-11-07 19:00:00,VH-000,85.62,1947.0,46.85,43.73,46.0,40306.0,0
2025-11-08 08:00:00,VH-000,86.75,2305.0,43.82,35.41,60.5,40342.0,0
2025-11-08 09:00:00,VH-000,91.35,2480.0,44.52,35.28,54.2,40358.0,0
2025-11-08 10:00:00,VH-000,92.5,2109.0,45.2,40.25,43.3,40355.0,0
2025-11-08 11:00:00,VH-000,86.69,2728.0,43.47,32.59,43.7,40350.0,0
2025-11-08 12:00:00,VH-000,91.3,2138.0,46.28,33.02,59.3,40338.0,0
2025-11-08 13:00:00,VH-000,86.74,2519.0,43.28,36.85,70.1,40344.0,0
2025-11-08 14:00:00,VH-000,94.18,2048.0,46.06,42.32,35.3,40342.0,0
2025-11-08 15:00:00,VH-000,92.89,2419.0,45.74,36.19,60.9,40348.0,0
2025-11-08 16:00:00,VH-000,95.84,2602.0,45.68,36.76,55.1,40346.0,0
2025-11-08 17:00:00,VH-000,91.97,2332.0,45.58,44.23,68.7,40347.0,0
2025-11-08 18:00:00,VH-000,96.01,2337.0,40.92,34.98,41.3,40346.0,0
2025-11-08 19:00:00,VH-000,90.09,3171.0,45.65,37.34,68.3,40328.0,0
2025-11-09 08:00:00,VH-000,91.18,2808.0,42.04,41.43,63.4,40396.0,0
2025-11-09 09:00:00,VH-000,93.16,3408.0,45.36,38.74,55.4,40392.0,0
2025-11-09 10:00:00,VH-000,94.15,2158.0,45.14,36.57,64.8,40403.0,0
2025-11-09 11:00:00,VH-000,95.19,2296.0,44.46,35.06,55.6,40404.0,0
2025-11-09 12:00:00,VH-000,93.78,2131.0,46.74,42.07,64.1,40419.0,0
2025-11-09 13:00:00,VH-000,86.13,2002.0,41.44,42.49,66.5,40399.0,0
2025-11-09 14:00:00,VH-000,91.4,2050.0,49.89,38.39,61.1,40407.0,0
2025-11-09 15:00:00,VH-000,92.41,2590.0,43.42,39.41,78.8,40413.0,0
2025-11-09 16:00:00,VH-000,97.97,2296.0,43.02,37.62,60.6,40411.0,0
2025-11-09 17:00:00,VH-000,81.54,3112.0,44.68,36.72,49.9,40383.0,0
2025-11-09 18:00:00,VH-000,94.12,2529.0,42.42,34.11,56.6,40417.0,0
2025-11-09 19:00:00,VH-000,88.7,1899.0,44.51,37.18,33.0,40399.0,0
2025-11-10 08:00:00,VH-000,88.85,2778.0,48.7,41.38,57.3,40439.0,0
2025-11-10 09:00:00,VH-000,102.87,2524.0,45.03,37.93,62.0,40449.0,0
2025-11-10 10:00:00,VH-000,87.13,2281.0,44.93,36.37,52.9,40451.0,0
2025-11-10 11:00:00,VH-000,88.73,3102.0,39.7,41.27,72.5,40429.0,0
2025-11-10 12:00:00,VH-000,88.29,2351.0,42.18,35.67,48.9,40468.0,0
2025-11-10 13:00:00,VH-000,94.68,3009.0,46.44,34.61,54.8,40455.0,0
2025-11-10 14:00:00,VH-000,83.89,2785.0,44.52,36.88,67.1,40454.0,0
2025-11-10 15:00:00,VH-000,88.2,2964.0,42.84,39.85,65.9,40447.0,0
2025-11-10 16:00:00,VH-000,91.63,2000.0,46.85,37.45,54.8,40460.0,0
2025-11-10 17:00:00,VH-000,86.48,1937.0,41.89,39.82,47.2,40468.0,0
2025-11-10 18:00:00,VH-000,79.59,3179.0,45.42,37.71,54.6,40454.0,0
2025-11-10 19:00:00,VH-000,89.81,2941.0,45.23,38.45,56.4,40449.0,0
2025-11-11 08:00:00,VH-000,91.54,1816.0,42.3,40.23,61.7,40498.0,0
2025-11-11 09:00:00,VH-000,90.09,2639.0,43.92,35.67,62.0,40490.0,0
2025-11-11 10:00:00,VH-000,92.04,1819.0,47.06,39.42,62.6,40510.0,0
2025-11-11 11:00:00,VH-000,98.33,2906.0,41.32,34.16,53.8,40500.0,0
2025-11-11 12:00:00,VH-000,92.59,2210.0,45.37,35.73,53.9,40486.0,0
2025-11-11 13:00:00,VH-000,85.38,1959.0,43.05,41.16,50.5,40526.0,0
2025-11-11 14:00:00,VH-000,92.47,2574.0,43.28,40.1,54.2,40501.0,0
2025-11-11 15:00:00,VH-000,102.8,2462.0,47.3,35.89,59.7,40518.0,0
2025-11-11 16:00:00,VH-000,86.87,3225.0,46.42,36.31,66.3,40510.0,0
2025-11-11 17:00:00,VH-000,93.11,1872.0,43.55,37.26,59.3,40506.0,0
2025-11-11 18:00:00,VH-000,90.89,1966.0,45.76,39.83,65.6,40511.0,0
2025-11-11 19:00:00,VH-000,94.17,2684.0,44.86,33.02,64.3,40502.0,0
2025-11-12 08:00:00,VH-000,91.36,1989.0,42.84,41.16,59.6,40557.0,0
2025-11-12 09:00:00,VH-000,90.14,2512.0,46.88,36.45,61.0,40545.0,0
2025-11-12 10:00:00,VH-000,87.83,2376.0,45.44,36.56,72.6,40541.0,0
2025-11-12 11:00:00,VH-000,89.07,2324.0,47.89,38.59,70.3,40535.0,0
2025-11-12 12:00:00,VH-000,91.34,2856.0,45.16,41.2,54.8,40564.0,0
2025-11-12 13:00:00,VH-000,101.49,2355.0,44.11,42.36,75.8,40545.0,0
2025-11-12 14:00:00,VH-000,87.9,2387.0,42.31,35.24,50.0,40542.0,0
2025-11-12 15:00:00,VH-000,89.83,2594.0,48.1,35.0,69.8,40548.0,0
2025-11-12 16:00:00,VH-000,89.75,2770.0,42.75,39.15,61.7,40555.0,0
2025-11-12 17:00:00,VH-000,91.45,3482.0,43.72,36.41,53.8,40544.0,0
2025-11-12 18:00:00,VH-000,86.81,2976.0,47.84,36.29,51.7,40555.0,0
2025-11-12 19:00:00,VH-000,87.24,2753.0,45.41,33.45,75.5,40568.0,0
2025-11-13 08:00:00,VH-000,86.94,2345.0,45.57,39.0,66.6,40620.0,0
2025-11-13 09:00:00,VH-000,89.12,2181.0,42.24,35.81,59.7,40618.0,0
2025-11-13 10:00:00,VH-000,87.41,2590.0,44.97,41.57,85.3,40595.0,0
2025-11-13 11:00:00,VH-000,87.55,2918.0,46.36,43.54,65.8,40596.0,0
2025-11-13 12:00:00,VH-000,92.95,2943.0,46.64,39.52,70.7,40612.0,0
2025-11-13 13:00:00,VH-000,96.91,2759.0,44.67,38.44,72.1,40592.0,0
2025-11-13 14:00:00,VH-000,91.84,2343.0,45.06,41.84,61.9,40600.0,0
2025-11-13 15:00:00,VH-000,83.2,2799.0,46.29,44.49,56.9,40602.0,0
2025-11-13 16:00:00,VH-000,91.25,3131.0,44.81,38.84,66.1,40602.0,0
2025-11-13 17:00:00,VH-000,87.77,2578.0,47.15,34.92,61.3,40593.0,0
2025-11-13 18:00:00,VH-000,95.98,1891.0,43.88,39.13,75.7,40599.0,0
2025-11-13 19:00:00,VH-000,87.22,3252.0,42.1,31.4,64.4,40595.0,0
2025-11-14 08:00:00,VH-000,84.89,2783.0,45.49,36.31,47.2,40659.0,0
2025-11-14 09:00:00,VH-000,93.25,2460.0,48.69,34.79,44.7,40643.0,0
2025-11-14 10:00:00,VH-000,89.77,2597.0,44.52,39.06,47.5,40664.0,0
2025-11-14 11:00:00,VH-000,89.59,2947.0,45.69,39.37,65.7,40654.0,0
2025-11-14 12:00:00,VH-000,93.21,3032.0,45.39,40.13,59.1,40664.0,0
2025-11-14 13:00:00,VH-000,86.62,3220.0,44.92,33.71,61.3,40643.0,0
2025-11-14 14:00:00,VH-000,94.2,2239.0,44.11,32.33,55.5,40626.0,0
2025-11-14 15:00:00,VH-000,82.08,2804.0,46.57,39.28,50.3,40650.0,0
2025-11-14 16:00:00,VH-000,89.98,2037.0,48.01,40.63,57.8,40650.0,0
2025-11-14 17:00:00,VH-000,91.04,1683.0,44.51,35.95,50.0,40647.0,0
2025-11-14 18:00:00,VH-000,98.99,2756.0,43.86,39.72,74.0,40659.0,0
2025-11-14 19:00:00,VH-000,90.3,2241.0,46.4,39.18,69.0,40656.0,0
2025-11-15 08:00:00,VH-000,95.25,2286.0,47.63,38.59,80.8,40693.0,0
2025-11-15 09:00:00,VH-000,98.68,2579.0,43.7,36.55,56.8,40704.0,0
2025-11-15 10:00:00,VH-000,92.61,2271.0,44.95,44.43,77.3,40704.0,0
2025-11-15 11:00:00,VH-000,90.19,2548.0,46.23,34.93,57.4,40683.0,0
2025-11-15 12:00:00,VH-000,92.0,2759.0,44.03,42.72,47.7,40685.0,0
2025-11-15 13:00:00,VH-000,91.12,2919.0,48.37,36.62,70.8,40700.0,0
2025-11-15 14:00:00,VH-000,89.14,2853.0,46.3,33.27,74.8,40714.0,0
2025-11-15 15:00:00,VH-000,86.87,2658.0,45.99,38.78,54.5,40693.0,0
2025-11-15 16:00:00,VH-000,89.87,2969.0,46.09,36.89,67.7,40672.0,0
2025-11-15 17:00:00,VH-000,95.74,1804.0,44.28,34.64,47.1,40712.0,0
2025-11-15 18:00:00,VH-000,87.66,2639.0,44.91,39.43,60.8,40687.0,0
2025-11-15 19:00:00,VH-000,94.98,2302.0,41.89,36.72,75.0,40709.0,0
2025-11-16 08:00:00,VH-000,88.26,2360.0,44.36,44.23,63.8,40754.0,0
2025-11-16 09:00:00,VH-000,95.15,2596.0,44.48,37.41,59.3,40750.0,0
2025-11-16 10:00:00,VH-000,93.64,2521.0,46.47,37.76,60.8,40730.0,0
2025-11-16 11:00:00,VH-000,94.58,2639.0,47.0,29.31,80.9,40749.0,0
2025-11-16 12:00:00,VH-000,95.54,2084.0,46.23,34.84,53.8,40769.0,0
2025-11-16 13:00:00,VH-000,89.05,2587.0,46.74,39.49,61.5,40754.0,0
2025-11-16 14:00:00,VH-000,102.02,2477.0,45.4,41.15,71.1,40762.0,0
2025-11-16 15:00:00,VH-000,93.19,2043.0,48.27,34.56,63.0,40742.0,0
2025-11-16 16:00:00,VH-000,89.68,2632.0,45.64,39.27,76.1,40755.0,0
2025-11-16 17:00:00,VH-000,88.78,2886.0,47.38,34.32,66.0,40757.0,0
2025-11-16 18:00:00,VH-000,88.51,3050.0,44.7,38.38,58.3,40750.0,0
2025-11-16 19:00:00,VH-000,84.52,1924.0,48.19,35.46,50.1,40728.0,0
2025-11-17 08:00:00,VH-000,86.81,1971.0,48.28,41.03,53.1,40823.0,0
2025-11-17 09:00:00,VH-000,94.91,2370.0,40.0,44.87,46.1,40784.0,0
2025-11-17 10:00:00,VH-000,95.11,3476.0,47.77,39.69,65.9,40809.0,0
2025-11-17 11:00:00,VH-000,93.79,2612.0,45.21,37.81,52.5,40797.0,0
2025-11-17 12:00:00,VH-000,81.54,2461.0,43.02,34.69,61.8,40814.0,0
2025-11-17 13:00:00,VH-000,94.59,1872.0,43.02,40.82,50.2,40798.0,0
2025-11-17 14:00:00,VH-000,92.75,2113.0,45.21,34.0,54.0,40803.0,0
2025-11-17 15:00:00,VH-000,82.04,2676.0,44.96,39.66,62.2,40814.0,0
2025-11-17 16:00:00,VH-000,90.63,2328.0,45.24,39.63,60.5,40800.0,0
2025-11-17 17:00:00,VH-000,86.49,2235.0,42.19,43.25,47.6,40793.0,0
2025-11-17 18:00:00,VH-000,86.41,2858.0,44.41,41.74,53.3,40803.0,0
2025-11-17 19:00:00,VH-000,85.82,3358.0,42.62,38.93,66.3,40804.0,0
2025-11-18 08:00:00,VH-000,89.07,2448.0,45.09,37.56,69.6,40872.0,0
2025-11-18 09:00:00,VH-000,87.21,1952.0,44.82,45.74,52.0,40866.0,0
2025-11-18 10:00:00,VH-000,98.39,2279.0,46.14,42.89,56.2,40848.0,0
2025-11-18 11:00:00,VH-000,87.09,2094.0,43.7,34.33,60.3,40842.0,0
2025-11-18 12:00:00,VH-000,91.17,1878.0,45.66,40.5,40.1,40854.0,0
2025-11-18 13:00:00,VH-000,96.14,2016.0,48.35,39.26,52.9,40849.0,0
2025-11-18 14:00:00,VH-000,92.79,2530.0,46.08,35.24,61.7,40836.0,0
2025-11-18 15:00:00,VH-000,89.44,2138.0,43.53,41.71,70.9,40856.0,0
2025-11-18 16:00:00,VH-000,84.54,2373.0,47.43,38.43,83.2,40854.0,0
2025-11-18 17:00:00,VH-000,90.96,2376.0,45.27,37.54,67.1,40860.0,0
2025-11-18 18:00:00,VH-000,86.07,1968.0,41.33,39.52,49.0,40828.0,0
2025-11-18 19:00:00,VH-000,91.94,3497.0,44.99,40.52,60.8,40849.0,0
2025-11-19 08:00:00,VH-000,94.6,2384.0,45.53,38.97,53.3,40910.0,0
2025-11-19 09:00:00,VH-000,89.13,2198.0,46.07,35.3,60.3,40900.0,0
2025-11-19 10:00:00,VH-000,95.43,2690.0,44.95,40.45,73.9,40906.0,0
2025-11-19 11:00:00,VH-000,90.05,1975.0,42.87,37.08,53.9,40898.0,0
2025-11-19 12:00:00,VH-000,90.28,2712.0,44.86,39.46,60.6,40880.0,0
2025-11-19 13:00:00,VH-000,85.3,2442.0,42.58,39.8,75.3,40912.0,0
2025-11-19 14:00:00,VH-000,88.93,3096.0,45.3,36.99,53.9,40897.0,0
2025-11-19 15:00:00,VH-000,88.06,2568.0,45.32,38.01,64.4,40912.0,0
2025-11-19 16:00:00,VH-000,94.75,1906.0,39.89,40.8,46.3,40898.0,0
2025-11-19 17:00:00,VH-000,84.15,1779.0,46.08,40.28,54.2,40874.0,0
2025-11-19 18:00:00,VH-000,87.27,2657.0,42.04,38.55,59.8,40906.0,0
2025-11-19 19:00:00,VH-000,90.6,2111.0,47.39,37.52,59.7,40891.0,0
2025-11-20 08:00:00,VH-000,87.78,2146.0,44.65,43.14,46.3,40934.0,0
2025-11-20 09:00:00,VH-000,97.36,2416.0,43.66,41.12,53.9,40968.0,0
2025-11-20 10:00:00,VH-000,93.39,2305.0,49.31,36.18,67.4,40953.0,0
2025-11-20 11:00:00,VH-000,96.51,3125.0,45.06,35.74,64.6,40943.0,0
2025-11-20 12:00:00,VH-000,100.07,2555.0,44.27,38.55,46.5,40940.0,0
2025-11-20 13:00:00,VH-000,96.0,2237.0,42.91,39.61,71.9,40957.0,0
2025-11-20 14:00:00,VH-000,94.98,2197.0,42.16,42.5,56.8,40947.0,0
2025-11-20 15:00:00,VH-000,96.64,2722.0,45.91,44.5,53.6,40959.0,0
2025-11-20 16:00:00,VH-000,90.29,2607.0,48.06,39.52,65.4,40961.0,0
2025-11-20 17:00:00,VH-000,88.18,2164.0,42.91,32.1,80.6,40939.0,0
2025-11-20 18:00:00,VH-000,88.89,2389.0,45.61,40.45,68.6,40944.0,0
2025-11-20 19:00:00,VH-000,89.16,2613.0,44.5,42.82,64.9,40957.0,0
2025-11-21 08:00:00,VH-000,93.31,2969.0,45.36,34.11,64.0,40993.0,0
2025-11-21 09:00:00,VH-000,87.36,2735.0,47.48,38.06,63.1,41017.0,0
2025-11-21 10:00:00,VH-000,91.2,3541.0,46.13,32.72,67.5,41004.0,0
2025-11-21 11:00:00,VH-000,96.45,2769.0,44.72,34.33,57.9,40991.0,0
2025-11-21 12:00:00,VH-000,87.1,2735.0,48.34,39.18,48.0,41004.0,0
2025-11-21 13:00:00,VH-000,95.98,2256.0,44.73,38.04,52.2,41006.0,0
2025-11-21 14:00:00,VH-000,89.4,2668.0,43.23,36.69,67.2,40996.0,0
2025-11-21 15:00:00,VH-000,98.63,2340.0,45.45,40.8,45.8,40982.0,0
2025-11-21 16:00:00,VH-000,82.37,3005.0,43.9,45.67,54.4,41002.0,0
2025-11-21 17:00:00,VH-000,97.71,3302.0,49.12,41.63,70.2,41006.0,0
2025-11-21 18:00:00,VH-000,93.89,2280.0,43.36,37.99,58.3,40995.0,0
2025-11-21 19:00:00,VH-000,93.48,2882.0,45.18,42.43,48.6,40998.0,0
2025-11-22 08:00:00,VH-000,86.42,1753.0,44.83,37.63,75.1,41056.0,0
2025-11-22 09:00:00,VH-000,84.88,3242.0,47.44,39.75,57.7,41040.0,0
2025-11-22 10:00:00,VH-000,88.14,2935.0,48.77,42.63,55.1,41039.0,0
2025-11-22 11:00:00,VH-000,90.7,1793.0,45.65,37.56,55.3,41034.0,0
2025-11-22 12:00:00,VH-000,92.57,2287.0,42.66,29.38,59.7,41068.0,0
2025-11-22 13:00:00,VH-000,98.31,2317.0,43.8,39.41,50.0,41053.0,0
2025-11-22 14:00:00,VH-000,93.83,2991.0,44.8,37.39,51.2,41042.0,0
2025-11-22 15:00:00,VH-000,88.87,2647.0,46.83,35.59,74.9,41047.0,0
2025-11-22 16:00:00,VH-000,89.89,2201.0,40.15,40.65,67.4,41047.0,0
2025-11-22 17:00:00,VH-000,90.33,2706.0,41.87,36.41,67.9,41037.0,0
2025-11-22 18:00:00,VH-000,91.47,1957.0,45.93,37.89,43.8,41062.0,0
2025-11-22 19:00:00,VH-000,86.33,2176.0,45.4,41.45,49.8,41051.0,0
2025-11-23 08:00:00,VH-000,92.14,2777.0,45.35,36.9,51.7,41101.0,0
2025-11-23 09:00:00,VH-000,84.64,1331.0,45.87,40.71,36.4,41090.0,0
2025-11-23 10:00:00,VH-000,93.1,3323.0,45.04,35.82,58.2,41114.0,0
2025-11-23 11:00:00,VH-000,86.77,2180.0,44.03,35.14,61.2,41116.0,0
2025-11-23 12:00:00,VH-000,91.62,2399.0,44.42,33.31,68.8,41099.0,0
2025-11-23 13:00:00,VH-000,89.1,3777.0,45.6,35.74,55.7,41111.0,0
2025-11-23 14:00:00,VH-000,90.57,1925.0,46.84,36.0,78.7,41111.0,0
2025-11-23 15:00:00,VH-000,87.76,3012.0,45.14,40.56,64.8,41092.0,0
2025-11-23 16:00:00,VH-000,86.78,2912.0,44.33,36.79,50.4,41104.0,0
2025-11-23 17:00:00,VH-000,100.31,2073.0,45.05,42.24,59.2,41105.0,0
2025-11-23 18:00:00,VH-000,84.69,2671.0,44.63,40.96,71.9,41126.0,0
2025-11-23 19:00:00,VH-000,92.9,2630.0,45.39,36.94,63.4,41097.0,0
2025-11-24 08:00:00,VH-000,90.84,3027.0,42.99,41.42,73.2,41149.0,0
2025-11-24 09:00:00,VH-000,79.39,2257.0,47.59,37.93,50.0,41145.0,0
2025-11-24 10:00:00,VH-000,94.2,2719.0,44.52,36.9,56.1,41141.0,0
2025-11-24 11:00:00,VH-000,98.08,2371.0,47.43,42.56,70.0,41146.0,0
2025-11-24 12:00:00,VH-000,92.02,2490.0,43.19,38.97,48.2,41162.0,0
2025-11-24 13:00:00,VH-000,87.68,2580.0,45.57,37.22,65.9,41145.0,0
2025-11-24 14:00:00,VH-000,94.36,1962.0,45.25,43.82,50.0,41143.0,0
2025-11-24 15:00:00,VH-000,92.57,2572.0,45.7,39.47,66.3,41161.0,0
2025-11-24 16:00:00,VH-000,92.05,2403.0,46.35,43.7,58.7,41140.0,0
2025-11-24 17:00:00,VH-000,95.54,2452.0,40.65,40.54,54.6,41149.0,0
2025-11-24 18:00:00,VH-000,91.66,2576.0,46.42,36.69,65.1,41147.0,0
2025-11-24 19:00:00,VH-000,93.69,2746.0,43.13,41.26,54.6,41158.0,0
2025-11-25 08:00:00,VH-000,91.84,3235.0,44.55,36.95,59.8,41197.0,0
2025-11-25 09:00:00,VH-000,94.0,1853.0,42.89,34.8,69.5,41217.0,0
2025-11-25 10:00:00,VH-000,89.48,2432.0,45.14,41.49,50.7,41202.0,0
2025-11-25 11:00:00,VH-000,94.88,2700.0,45.38,41.0,33.0,41207.0,0
2025-11-25 12:00:00,VH-000,86.73,1768.0,46.02,42.12,58.6,41210.0,0
2025-11-25 13:00:00,VH-000,98.06,3026.0,48.28,40.23,60.8,41184.0,0
2025-11-25 14:00:00,VH-000,88.77,2163.0,49.34,37.47,61.2,41206.0,0
2025-11-25 15:00:00,VH-000,90.22,3178.0,43.75,38.58,52.6,41187.0,0
2025-11-25 16:00:00,VH-000,86.94,2485.0,44.14,35.92,45.9,41199.0,0
2025-11-25 17:00:00,VH-000,82.48,2804.0,45.16,33.63,56.9,41192.0,0
2025-11-25 18:00:00,VH-000,91.6,3036.0,41.25,38.35,58.4,41207.0,0
2025-11-25 19:00:00,VH-000,91.07,2199.0,44.36,35.61,70.8,41200.0,0
2025-11-26 08:00:00,VH-000,99.51,2476.0,43.58,33.46,42.0,41234.0,0
2025-11-26 09:00:00,VH-000,91.34,2703.0,41.84,40.69,55.2,41251.0,0
